2.955089024714303131e-04 2.657454158915730359e-04 2.668083975551393595e-04 3.948976880148802673e-04 2.657454158915730359e-04 3.050757374435274422e-04 2.662769067233562519e-04 1.861812383736374289e-03 6.148259367525910069e-01 2.662769067233562519e-04 1.501435025245815846e-01 2.657454158915730359e-04 2.811586500132852700e-04 2.678713792187057373e-04 2.800956683497187838e-04 1.574275843741701269e-03 2.726547967047541934e-04 5.240499601381866856e-04 2.848790858357674568e-04 3.013553016210454181e-04 3.486579856497462214e-04 2.678713792187057373e-04 2.657454158915730359e-04 7.134414031357960706e-02 6.043050757374424358e-04 1.559394100451766234e-02 2.678713792187057373e-04 2.657454158915730359e-04 2.747807600318871116e-04 2.885995216582491556e-04 3.370874302418279400e-02 2.684028700504888449e-04 2.684028700504888991e-04 3.289928248737692892e-04 2.668083975551393595e-04 2.657454158915730359e-04 1.175657719904328949e-03 3.881530693595535569e-02 2.705288333776214378e-04 3.024182832846115791e-04 5.238267339888386109e-02 6.979006112144557801e-03 3.056072282753102788e-04 2.657454158915730359e-04 2.657454158915730359e-04 3.125166090884917616e-04 2.657454158915730359e-04 2.795641775179354594e-04 2.742492692001036788e-04 2.668083975551394137e-04
5.306606334841628136e-01 4.524886877828040825e-03 4.524886877828040825e-03 8.072398190045225810e-03 6.615384615384595907e-03 4.588235294117633430e-03 4.524886877828040825e-03 4.524886877828040825e-03 8.904977375565586994e-03 4.533936651583697283e-03 4.524886877828040825e-03 4.533936651583697283e-03 4.669683257918538083e-03 4.524886877828040825e-03 2.685972850678724697e-02 4.524886877828040825e-03 4.533936651583697283e-03 9.257918552036172380e-03 4.524886877828040825e-03 4.588235294117633430e-03 6.506787330316723614e-03 4.841628959276003848e-03 4.524886877828040825e-03 4.742081447963787146e-03 6.519457013574646298e-02 7.520361990950203551e-03 4.570135746606321381e-03 4.524886877828040825e-03 4.524886877828040825e-03 7.954751131221696192e-03 5.239819004524871524e-03 4.542986425339352874e-03 4.524886877828040825e-03 5.438914027149305795e-03 4.524886877828040825e-03 4.524886877828040825e-03 4.561085972850664923e-03 4.533936651583697283e-03 4.524886877828040825e-03 5.724886877828035819e-02 5.420814479637993746e-03 8.691402714932143503e-02 4.660633484162881625e-03 4.524886877828040825e-03 4.524886877828040825e-03 4.533936651583697283e-03 4.705882352941162181e-03 4.733031674208130687e-03 4.542986425339352874e-03 6.850678733031654276e-03
7.550095238095219652e-02 1.927619047619024382e-03 1.904761904761882426e-03 1.927619047619025467e-03 1.908571428571406410e-03 1.980952380952358868e-03 1.904761904761882426e-03 1.904761904761882426e-03 1.931428571428549235e-03 1.379809523809527941e-02 1.904761904761882426e-03 1.904761904761882426e-03 1.904761904761882426e-03 1.946666666666645173e-03 7.691809523809524096e-01 1.908571428571406194e-03 1.904761904761882426e-03 1.904761904761882426e-03 1.904761904761882426e-03 1.912380952380929745e-03 1.908571428571406410e-03 1.912380952380930178e-03 1.403809523809527310e-02 1.904761904761882426e-03 2.708571428571403521e-03 1.961904761904738510e-03 1.904761904761882426e-03 1.904761904761882426e-03 4.601904761904748037e-03 1.923809523809501699e-03 8.632380952381000713e-03 1.904761904761882426e-03 1.919999999999977714e-03 1.904761904761882426e-03 1.908571428571406194e-03 2.152380952380928206e-03 1.946666666666644740e-03 1.904761904761882426e-03 1.935238095238072786e-03 2.179047619047596099e-03 1.908571428571406410e-03 1.958095238095215827e-03 1.904761904761882426e-03 1.904761904761882426e-03 1.904761904761882426e-03 1.931428571428549451e-03 1.904761904761882426e-03 2.151238095238093215e-02 1.093333333333338514e-02 1.912380952380929961e-03
2.269473684210529096e-03 2.105263157894732024e-03 2.113684210526310583e-03 2.206315789473683401e-03 2.105263157894732024e-03 2.117894736842100729e-03 2.117894736842100296e-03 1.269473684210520141e-02 9.705263157894716830e-03 2.164210526315787572e-03 4.575621052631577146e-01 2.105263157894732024e-03 2.130526315789469868e-03 2.164210526315787139e-03 1.684210526315784925e-02 2.214736842105259791e-03 2.568421052631588743e-03 2.105263157894732024e-03 2.387368421052635421e-03 4.730105263157884099e-02 8.424842105263156966e-02 2.105263157894732024e-03 2.130526315789469868e-03 1.978315789473683861e-01 2.143157894736839007e-03 2.488421052631583329e-03 1.265263157894727826e-02 2.105263157894732024e-03 2.113684210526311016e-03 2.134736842105259148e-03 2.227368421052631966e-03 2.113684210526311016e-03 2.522105263157903201e-03 2.151578947368417566e-03 1.352421052631567512e-02 2.421052631578951390e-03 2.109473684210521303e-03 2.488421052631585497e-03 2.109473684210521303e-03 2.484210526315794483e-03 2.766315789473694411e-03 1.326736842105254166e-02 2.004631578947366558e-02 2.105263157894732024e-03 2.105263157894732024e-03 6.223157894736866189e-03 1.256421052631570209e-02 1.526736842105257813e-02 2.105263157894732024e-03 2.463157894736849388e-03
4.392220421393871576e-04 4.051863857374420758e-04 4.051863857374420758e-04 4.384116693679121599e-04 4.051863857374420758e-04 4.627228525121588405e-04 4.051863857374420758e-04 4.051863857374420758e-04 4.983792544570534843e-04 4.051863857374420758e-04 9.179343598055097475e-01 4.059967585089169651e-04 4.213938411669396460e-04 4.692058346839580096e-04 4.076175040518666896e-04 4.092382495948164683e-04 4.051863857374420758e-04 4.594813614262593915e-04 4.068071312803918003e-04 4.059967585089169651e-04 4.910858995137795885e-04 4.092382495948164683e-04 4.051863857374420758e-04 4.092382495948140506e-03 4.051863857374420758e-04 8.063209076175094879e-04 4.051863857374420758e-04 4.051863857374420758e-04 4.051863857374420758e-04 4.165316045380903641e-04 4.051863857374420758e-04 4.181523500810401970e-04 4.051863857374420758e-04 4.335494327390629322e-04 4.197730956239899215e-04 4.051863857374420758e-04 5.551053484602951971e-04 5.405186385737474055e-04 4.051863857374420758e-04 5.202593192868753885e-04 4.562398703403596715e-04 3.820907617504051921e-03 4.497568881685606109e-04 4.051863857374420758e-04 4.051863857374420758e-04 4.254457050243141470e-04 4.051863857374420758e-04 4.068071312803918545e-04 5.407536466774711531e-02 4.051863857374420758e-04
2.098003629764069646e-03 1.814882032667884540e-03 1.814882032667884540e-03 1.814882032667884540e-03 1.451905626134302948e-02 3.533720508166967034e-01 1.814882032667884540e-03 1.912885662431950025e-03 3.484573502722296007e-03 1.945553539019972142e-03 5.387295825771329372e-02 1.895825771324860173e-02 1.814882032667884540e-03 1.818511796733220283e-03 1.814882032667884540e-03 1.818511796733220283e-03 1.825771324863891551e-03 2.185117967332125301e-03 1.833030852994563037e-03 3.220943738656990019e-01 9.800362976406514631e-03 1.814882032667884540e-03 1.814882032667884540e-03 2.359346642468234875e-03 1.814882032667884540e-03 2.027586206896548823e-02 2.985480943738654663e-02 1.822141560798555809e-03 1.818511796733220283e-03 1.909255898366614282e-03 1.822141560798556026e-03 1.451905626134307632e-02 1.814882032667884540e-03 1.814882032667884540e-03 1.814882032667884540e-03 1.814882032667884540e-03 2.058076225045377562e-03 1.836660617059899213e-03 1.814882032667884540e-03 1.840290381125234956e-03 4.443920145190545512e-02 2.362976406533571702e-03 3.542649727767675262e-03 1.814882032667884540e-03 1.814882032667884540e-03 2.025408348457358263e-03 1.836660617059899213e-03 4.122686025408346666e-02 2.058076225045377562e-03 1.814882032667884540e-03
1.170163934426221228e-02 1.639344262295068522e-03 1.639344262295068522e-03 2.242622950819657488e-03 1.918032786885232174e-03 1.695081967213100818e-03 1.639344262295068522e-03 1.639344262295068522e-03 2.242622950819655753e-03 1.639344262295068522e-03 4.786885245901613579e-03 9.465573770491746489e-03 1.649180327868838940e-03 2.006557377049166153e-03 2.042622950819658265e-03 1.642622950819658516e-03 1.659016393442609575e-03 1.516262295081967360e-01 1.642622950819658516e-03 1.665573770491789998e-03 3.131147540983590313e-03 2.154098360655723292e-03 1.639344262295068522e-03 3.572459016393443598e-02 1.645901639344248728e-03 6.638885245901636756e-01 1.639344262295068522e-03 1.642622950819658516e-03 1.645901639344248945e-03 2.514754098360640500e-03 1.642622950819658733e-03 1.675409836065559982e-03 1.642622950819658516e-03 2.255737704918018768e-03 1.665573770491789347e-03 1.639344262295068522e-03 5.940983606557349861e-03 2.006557377049167021e-03 1.665573770491789347e-03 3.478688524590144941e-03 3.786885245901639580e-02 2.436065573770476288e-03 1.842622950819658391e-03 1.639344262295068522e-03 1.639344262295068522e-03 2.022950819672117428e-03 1.829508196721297110e-03 1.639344262295068522e-03 2.019672131147526566e-03 1.639344262295068522e-03
1.428571428571424017e-02 1.428571428571424017e-02 1.428571428571424017e-02 1.437142857142852635e-02 1.428571428571424017e-02 1.428571428571424017e-02 1.431428571428566832e-02 1.428571428571424017e-02 2.071428571428564694e-02 1.428571428571424017e-02 1.777142857142851445e-02 1.428571428571424017e-02 1.428571428571424017e-02 1.428571428571424017e-02 1.439999999999995450e-02 1.428571428571424017e-02 1.428571428571424017e-02 1.491428571428566642e-02 1.428571428571424017e-02 1.611428571428566436e-02 1.465714285714280959e-02 1.428571428571424017e-02 1.428571428571424017e-02 1.457142857142852514e-02 2.088571428571422278e-02 1.428571428571424017e-02 1.428571428571424017e-02 1.428571428571424017e-02 1.428571428571424017e-02 1.428571428571424017e-02 1.428285714285722208e-01 1.428571428571424017e-02 1.428571428571424017e-02 1.428571428571424017e-02 1.428571428571424017e-02 1.428571428571424017e-02 1.428571428571424017e-02 7.442857142857167707e-02 1.428571428571424017e-02 6.308571428571455031e-02 1.428571428571424017e-02 1.428571428571424017e-02 1.428571428571424017e-02 3.697142857142863420e-02 1.428571428571424017e-02 1.431428571428566832e-02 1.428571428571424017e-02 1.991428571428565525e-02 1.431428571428566832e-02 1.428571428571424017e-02
2.539013497917579846e-05 2.533995684680588579e-05 2.584173817050502945e-05 2.664458828842362204e-05 2.539013497917580185e-05 2.774850720056171098e-05 2.830046665663075038e-05 2.604245069998467336e-05 3.080937327512642802e-05 2.523960058206607061e-05 9.986030909729624039e-01 2.508906618495632921e-05 3.552611771789822596e-05 2.694565708264309807e-05 2.564102564102537537e-05 2.508906618495632921e-05 2.518942244969615116e-05 2.579156003813509645e-05 2.789904159767146594e-05 2.549049124391563058e-05 2.940438556876883255e-05 2.523960058206606722e-05 2.559084750865545931e-05 3.803502433639385278e-05 2.579156003813509984e-05 2.634351949420415956e-05 2.508906618495632921e-05 2.508906618495632921e-05 5.880877113753787516e-05 2.594209443524484463e-05 2.518942244969615455e-05 2.779868533293160672e-05 2.704601334738293019e-05 2.980581062772816442e-05 3.080937327512642124e-05 2.508906618495632921e-05 3.286667670229284079e-05 4.039339655777976869e-05 2.518942244969615455e-05 3.567665211500795720e-05 2.724672587686259104e-05 2.724672587686257749e-05 4.029304029303990947e-05 2.508906618495632921e-05 2.508906618495632921e-05 2.604245069998468353e-05 2.518942244969615794e-05 2.674494455316347110e-05 3.201364845200436603e-05 2.734708214160241639e-05
1.343157894736836042e-02 5.263157894736802088e-03 5.263157894736802088e-03 5.663157894736793596e-03 5.263157894736802088e-03 6.262105263157898005e-02 5.263157894736802088e-03 5.263157894736802088e-03 1.216105263157893634e-01 5.263157894736802088e-03 5.284210526315748918e-03 5.263157894736802088e-03 5.694736842105218612e-03 1.347368421052624714e-02 5.452631578947327029e-03 5.263157894736802088e-03 5.273684210526275937e-03 1.656842105263149970e-02 5.263157894736802088e-03 5.263157894736802088e-03 6.789473684210473731e-03 5.452631578947323560e-03 5.263157894736802088e-03 3.331578947368437488e-02 5.263157894736802088e-03 4.025052631578940332e-01 5.273684210526275937e-03 5.263157894736802088e-03 5.263157894736802088e-03 1.032736842105263370e-01 5.263157894736802088e-03 5.263157894736802088e-03 5.263157894736802088e-03 5.273684210526276804e-03 5.263157894736802088e-03 5.263157894736802088e-03 1.074736842105254372e-02 5.694736842105217745e-03 5.263157894736802088e-03 5.263157894736802088e-03 6.947368421052566717e-03 6.768421052631518227e-03 5.263157894736802088e-03 5.263157894736802088e-03 5.263157894736802088e-03 5.284210526315749785e-03 5.263157894736802088e-03 5.263157894736802088e-03 5.263157894736802088e-03 5.494736842105217220e-03
